videoRaw,conditionVideo,lineupRaw,conditionLineup,conditionSameDiff,condition,lineup 1,lineup 2,lineup 3,lineup 4,lineup 5,lineup 6,lineup 7,lineup 8,lineup 9,decisionRaw,targetPresentRaw,conditionTargetPresent,participantTargetPresent,participantSelection,accuracy,confidence,age,sex,ethnicity,techRaw,techPhotos,ANAGRAM1_1,ANAGRAM1_3,ANAGRAM1_4,ANAGRAM1_5,ANAGRAM1_6,ANAGRAM1_7,ANAGRAM1_8,ANAGRAM1_9,ANAGRAM1_10,ANAGRAM1_11,ANAGRAM1_12,ANAGRAM1_13,ANAGRAM1_14,ANAGRAM1_15,ANAGRAM1_17,ANAGRAM1_18,ANAGRAM1_19,ANAGRAM1_20,ANAGRAM1_21,ANAGRAM1_16,technical,keep
FRONTALVIDEO,1,Front TA,1,1,1,9,1,2,5,3,4,8,6,7,5,Target Absent,0,1,2,0,60,36,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,"No, they all loaded just fine.",Cat,Ship,,,,,,,,Red,,,,,,,,,,,,1
RIGHTVIDEO,2,Front TA,1,2,5,6,1,4,2,7,9,8,5,3,I do not believe the criminal was present,Target Absent,0,0,3,1,30,30,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",NO,no,cat,ship,fire,,lake,,,,,red,,star,,,,,,horse,,,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,8,5,6,1,9,3,7,2,4,I do not believe the criminal was present,Target Absent,0,0,3,1,70,39,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,cat,ship,fire,,leak,burning,,,plane,red,,tars,,,ayes,,,shore,hello,happy,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,5,4,8,9,2,6,1,7,3,9,Target Absent,0,1,2,0,30,86,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,cat,hips,fire,orange,,,,,,,,,,,,,,,,,,1
RIGHTVIDEO,2,Front and Right TP,3,3,6,6,perp,5,7,8,3,1,2,4,2,Target Present,1,1,1,1,100,59,Female,Black or African American,No,No,CAT,SHIP,FIRE,ORANGE,LAKE,,,FOREST,NEPAL,,,,,,,,,,,,,1
RIGHTVIDEO,2,Front and Right TP,3,3,6,8,4,7,5,3,perp,6,2,1,6,Target Present,1,1,1,1,70,31,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,,,,,,,,,,,,,,,,,,,,,1
FRONTALVIDEO,1,Front TA,1,1,1,5,1,6,8,4,7,2,3,9,I do not believe the criminal was present,Target Absent,0,0,3,1,70,26,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",none,none,cat,ship,fire,orange,leak,burning,memory,,,red,,star,,doctor,easy,,,horse,hello,happy,,1
RIGHTVIDEO,2,Right TA,2,1,4,8,1,3,7,2,9,5,6,4,I do not believe the criminal was present,Target Absent,0,0,3,1,50,30,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",Yes,Any,CAT,PIHS,FIRE,,,,,,PALEN,,,,,,,,,,,,,1
RIGHTVIDEO,2,Front TA,1,2,5,8,9,1,7,2,4,6,3,5,5,Target Absent,0,1,2,0,60,26,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",NO,Not sure if it was intended but the video cut to a tom and jerry clip.,CAT,ship,rife,orange,lake,burning,memory,softer,plane,red,rhythm,arts,,doctor,,,,,,,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,6,4,3,5,8,perp,7,1,2,6,Target Present,1,1,1,1,70,28,Female,Other,no i didn't,no i didn't,cat,ship,,,lake,,,,,red,,,,doctor,,,,,hello,,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,3,8,2,5,4,7,9,6,1,4,Target Absent,0,1,2,0,50,30,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",NO,NOT,CAT,,,,,,,,,,,,,,YEARS,,,,,,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,6,8,5,1,9,4,7,3,2,9,Target Absent,0,1,2,0,80,57,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,NO,CAT,SHIP,,ORANGE,,,,,,,,,,,,,,,,,,1
FRONTALVIDEO,1,Front TP,1,1,1,4,3,1,7,perp,2,5,6,8,I do not believe the criminal was present,Target Present,1,0,3,0,70,61,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",none,none,cat,ship,fire,orange,kale,,,,nepal,red,,star,,doctor,easy,,,shore,hello,happy,,1
RIGHTVIDEO,2,Front TP,1,2,5,perp,2,3,5,4,6,1,7,8,I do not believe the criminal was present,Target Present,1,0,3,0,30,30,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,,kale,,,,,red,,,,,,,,horse,hello,,,1
FRONTALVIDEO,1,Right TP,2,2,2,5,6,perp,2,8,4,7,1,3,I do not believe the criminal was present,Target Present,1,0,3,0,50,26,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",sin comentarios,una de las fotos no se cargo a la pantalla,,,,,,,,,,,,,,,,,,,,,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,4,2,6,8,perp,1,5,3,7,I do not believe the criminal was present,Target Present,1,0,3,0,70,26,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",YES,NO,CAT,SHIP,FIRE,,,,,,,RED,,RAST,,,,,,,,,,1
RIGHTVIDEO,2,Front TA,1,2,5,4,5,7,9,3,2,6,1,8,I do not believe the criminal was present,Target Absent,0,0,3,1,50,32,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,na,cat,ship,fire,orange,kale,,,forest,,red,,star,,doctor,,parrot,,horse,hello,happy,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,5,7,1,8,4,3,2,9,6,I do not believe the criminal was present,Target Absent,0,0,3,1,70,28,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",NO,NO,CAT,,,,,,,,,RED,,,,,,,,,,,,1
RIGHTVIDEO,2,Front TP,1,2,5,2,1,6,8,7,perp,3,5,4,5,Target Present,1,1,2,0,70,30,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no comment,no comment,no comment,no comment,no comment,no comment,no comment,no comment,no comment,no comment,no comment,no comment,no comment,no comment,no comment,no comment,no comment,,,,,,,1
RIGHTVIDEO,2,Right TP,2,1,4,4,perp,1,3,7,2,5,8,6,2,Target Present,1,1,1,1,80,27,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",There were not technical problems watching the mock crime video,No technical difficulties,CAT,HIPS,FIRE,,LEAK,,,,,,,,,COR,SYEA,PARROT ,GENDAR,HEROS,HELLO,HAPPY,,1
RIGHTVIDEO,2,Front and Right TP,3,3,6,6,2,4,5,perp,3,8,7,1,1,Target Present,1,1,2,0,70,30,Male,"Hispanic, Latino or Spanish",no technical problem,no,cat,ship,,,,,,,,,,,,,,,,,,ha,,1
RIGHTVIDEO,2,Right TP,2,1,4,perp,3,6,8,4,5,1,7,2,I do not believe the criminal was present,Target Present,1,0,3,0,80,32,Male,Black or African American,no,NO,CAT,SHIP,FIRE,ORANGE,,,,,,,,,,,,,,,,,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,perp,5,2,6,7,8,1,3,4,1,Target Present,1,1,1,1,100,33,Male,Black or African American,no,NO,CAT,SHIP,FIRE,ORANGE,LAKE,,,,,,,,,,,,,,,,,1
FRONTALVIDEO,1,Right TA,2,2,2,2,1,5,4,7,3,8,6,9,6,Target Absent,0,1,2,0,70,57,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,lake,burning,memory,forest,panel,red,,arts,complex,doctor,easy,,,horse,hello,happy,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,4,8,6,7,5,9,2,3,1,2,Target Absent,0,1,2,0,60,29,Female,Black or African American,No,No,Cat,Ship,Fire,Orange,Kale,,,Forest,Plane,Red,,Arts,,Doctor,Easy,Parrot,,Horse,Hello,Happy,,1
RIGHTVIDEO,2,Right TA,2,1,4,2,3,5,7,8,6,4,1,9,I do not believe the criminal was present,Target Absent,0,0,3,1,90,30,Male,Black or African American,NO,NO,CAT,SHIP,FIRE,ORANGE,LAKE,BURNING,,,,RED,,STAR,,,,PARROT,,,,,,1
FRONTALVIDEO,1,Right TP,2,2,2,2,5,perp,4,8,7,6,1,3,3,Target Present,1,1,1,1,100,29,Female,Black or African American,No,No,Cat,Ship,Fire,Orange,Leak,Burning,Memory,Forest,,,,,,,,,,,,,,1
FRONTALVIDEO,1,Front TP,1,1,1,1,8,5,3,6,4,perp,7,2,I do not believe the criminal was present,Target Present,1,0,3,0,70,31,Male,"Hispanic, Latino or Spanish",no,no,cat,sihp,fire,naroeg,kela,ingbrun,emmoyr,fosert,elapn,red,hhtrmy,`astr,lemopcx,doctor,saey,otarrp,aredng,heros,hello,apphy,,1
FRONTALVIDEO,1,Front TA,1,1,1,6,5,7,2,1,8,9,3,4,8,Target Absent,0,1,2,0,100,32,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,,fire,,,,,,,red,,,,,,,,,,,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,4,9,5,8,6,2,3,1,7,1,Target Absent,0,1,2,0,90,30,Male,Black or African American,NO,NONE,ACT,SHIP,FIRE,,,,,,,RED,,,,,,,,,,,,1
FRONTALVIDEO,1,Front TA,1,1,1,5,4,8,9,3,7,1,6,2,I do not believe the criminal was present,Target Absent,0,0,3,1,40,27,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",none,none,cat,ship,,AEGNOR,,,,,,,,,,,,,,,,,,1
FRONTALVIDEO,1,Front TP,1,1,1,6,3,5,2,1,7,4,8,perp,9,Target Present,1,1,1,1,80,26,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,NO,CAT,HIPS,FIRE,,LEAK,,,,NAPLE,RED,,STAR,,DOCTOR,AYES ,PARROT,GENDAR,,,,,1
RIGHTVIDEO,2,Front TP,1,2,5,6,4,5,perp,8,3,2,1,7,6,Target Present,1,1,2,0,60,30,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,nerog,kale,ginger,moyree,Forest,palen,red,thrym,Arts,no idea,doctor,eays,potaoto,anger,horse,hoell,happy,,1
RIGHTVIDEO,2,Right TP,2,1,4,4,2,8,7,5,3,perp,1,6,I do not believe the criminal was present,Target Present,1,0,3,0,70,30,Male,American Indian or Alaska Native,any,any,,,r,,jela,,,,naple,red,,rats,,,,,,,,,,1
RIGHTVIDEO,2,Right TA,2,1,4,6,9,3,4,5,8,2,7,1,3,Target Absent,0,1,2,0,80,40,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,NO EVERYTHING WAS FINE,CAT,SHIP,,,,,,,,RED,,,COMPLEX,DOCTOR,EASY,,GARDEN,HORSE,HELLO,HAPPY,,1
FRONTALVIDEO,1,Right TP,2,2,2,8,6,3,1,2,4,5,perp,7,I do not believe the criminal was present,Target Present,1,0,3,0,100,29,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,NO,CAT,SHIP,FIRE,,,,,,,,,,,,,,,,,,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,3,6,perp,2,8,1,5,4,7,1,Target Present,1,1,2,0,100,26,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fore,orange,lake,,,,,red,,,,,,,,horse,hello,happy,,1
RIGHTVIDEO,2,Front and Right TP,3,3,6,4,5,8,1,6,perp,3,7,2,I do not believe the criminal was present,Target Present,1,0,3,0,100,30,Female,"Hispanic, Latino or Spanish",no,no,cat,ship,fire,naroeg,kela,ingbrun,,,,,,,,,,,,,,,,1
RIGHTVIDEO,2,Right TP,2,1,4,perp,4,6,5,7,2,1,8,3,6,Target Present,1,1,2,0,50,68,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",NO,no,CAT,ship,fire,,kalr,,,,psnrl,red,,star,,,ayes,,,shore,hello,happy,,1
FRONTALVIDEO,1,Right TA,2,2,2,7,9,8,5,4,1,3,2,6,I do not believe the criminal was present,Target Absent,0,0,3,1,100,27,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,,leak,,,,,red,,,,,seay,,,,,,,1
RIGHTVIDEO,2,Front TA,1,2,5,3,4,1,6,2,7,8,5,9,9,Target Absent,0,1,2,0,40,34,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,leak,burning,memory,softer,,red,,star,,doctor,,,,heros,hello,happy,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,2,3,6,1,7,8,5,4,perp,9,Target Present,1,1,1,1,100,28,Male,Black or African American,no,no,cat,ship,rife,,,,,forest,,red,,,,,seat,,,shore,hello,happy,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,8,5,3,7,4,2,9,1,6,I do not believe the criminal was present,Target Absent,0,0,3,1,100,35,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no not like that,no problems like any,cat,ship,fire,,,,,,,red,,,,,,,,,,,,1
FRONTALVIDEO,1,Right TA,2,2,2,7,2,1,9,5,8,4,6,3,I do not believe the criminal was present,Target Absent,0,0,3,1,80,31,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,kale,,memory,foster,,red,,star,,doctor,easy,,,heros,hello,happy,,1
RIGHTVIDEO,2,Front TP,1,2,5,4,perp,5,6,2,3,1,8,7,5,Target Present,1,1,2,0,10,55,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,range,kale,burning,momeyr,tresfo,leapn,red,rhythm,star,complex,doctor,saye,ratrpo,,,,,,1
RIGHTVIDEO,2,Front TA,1,2,5,4,5,3,8,2,7,1,9,6,I do not believe the criminal was present,Target Absent,0,0,3,1,50,25,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,n/a,cat,ship,fire,orange,lake,burning,memory,forest,plane,red,rhythm,star,complex,doctor,easy,raptor,ranged,shore,hello,happy,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,1,4,6,5,8,7,2,3,9,I do not believe the criminal was present,Target Absent,0,0,3,1,90,30,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,NO,CAT,SHIP,FIRE,,,,,,NEPAL ,RED,,ARTS,,,,,,,,,,1
RIGHTVIDEO,2,Front and Right TP,3,3,6,4,6,5,2,7,3,perp,1,8,I do not believe the criminal was present,Target Present,1,0,3,0,100,27,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",NO,NO,C A T,S I H P,F I R E,N A R O E G ,K E  L A,I N G B R U N,E M M O Y R,F O S E R T,,,,,,,,,,,,,,1
FRONTALVIDEO,1,Right TP,2,2,2,perp,3,8,2,5,7,4,6,1,3,Target Present,1,1,2,0,80,36,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",none,none,cat,ship,fire,,leak,,,,,,,,,,,,,,,,,1
RIGHTVIDEO,2,Right TP,2,1,4,perp,8,5,7,6,4,2,1,3,1,Target Present,1,1,1,1,100,31,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,tac,ship,fire,,,,,,naple,red,,star,,doctor,,,,,,,,1
FRONTALVIDEO,1,Front TP,1,1,1,6,4,2,5,8,7,perp,1,3,I do not believe the criminal was present,Target Present,1,0,3,0,80,25,Female,"Hispanic, Latino or Spanish",no technical problem in this video,no,CAT,SHIP,FIRE,ORANGE,LAKE,BURNI,,,,,,,,,,,,,,,,1
RIGHTVIDEO,2,Front TP,1,2,5,1,5,6,4,perp,8,3,7,2,2,Target Present,1,1,2,0,90,29,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",Any,Any,Cat,Ship,Fire,Naroeg,Kela,Ingbrun,Emmoyr,Fosert,Elapn,Red,Hhtrmy,Astr,,,,,,,,,,1
FRONTALVIDEO,1,Right TP,2,2,2,3,perp,4,8,6,2,1,7,5,I do not believe the criminal was present,Target Present,1,0,3,0,80,28,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,Aregon,,,,,,,,,,,,,,,,,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,3,1,7,4,8,6,5,perp,2,I do not believe the criminal was present,Target Present,1,0,3,0,90,26,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,,leak,,,forest,,red,,,,,,,,,,happy,,1
FRONTALVIDEO,1,Front TA,1,1,1,6,8,9,5,1,3,2,4,7,6,Target Absent,0,1,2,0,40,I do not wish to answer,I do not wish to answer,Black or African American,No,None,CAT,SHIP,FIRE,ORANGE,LAKE,,,,PANEL,RED,,STAR,,DOCTOR,EASY,PROTAR,GANDER,HEROS,HELLO,HAPPY,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,2,7,4,8,6,1,9,5,3,I do not believe the criminal was present,Target Absent,0,0,3,1,100,18,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,NONE,CAT,SIHP,FIRE,NAROEN,KELA,INGBRUN,EMMOYR,FOSERT,ELAPN,RED,HHTRMY,ASTR,LEMOPCA,,,,,,,,,1
RIGHTVIDEO,2,Right TA,2,1,4,6,4,5,1,3,7,2,9,8,I do not believe the criminal was present,Target Absent,0,0,3,1,80,25,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no problems in this video,NO,CAT,SHIP,FIRE,ORANGE,LAKE,BURNING,MEMORY,FOREST,NEPAL,RED,,,,,,,,,,,,1
RIGHTVIDEO,2,Right TA,2,1,4,6,8,1,9,4,5,7,3,2,5,Target Absent,0,1,2,0,100,27,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,nO,CAT,SHIP,FIRE,ORANGE,LEAK,,,,PLANE,RED,,RATS,COMPL,,,,,,,,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,1,9,5,6,8,4,2,7,3,I do not believe the criminal was present,Target Absent,0,0,3,1,80,35,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,naroge,leak,,,,,red,,,,,,paroto,,,,,,1
RIGHTVIDEO,2,Front TP,1,2,5,7,perp,5,3,6,8,2,1,4,2,Target Present,1,1,1,1,80,31,Male,Do not wish to answer,no,No,cat,ship,fire,oregan,,,,,,red,,,,,,,,,,,,1
FRONTALVIDEO,1,Right TA,2,2,2,1,9,3,7,2,8,4,5,6,4,Target Absent,0,1,2,0,80,27,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,Cat,Ship,Fire,,Leak,,,,,,,,,,,,,,,,,1
FRONTALVIDEO,1,Front TP,1,1,1,5,3,2,7,1,4,perp,6,8,2,Target Present,1,1,1,1,100,30,Male,Black or African American,No problems,No issues,cat,ship,fire,,lake,,,forest,panel,red,,star,,,,parrot,garden,shore,hello,happy,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,1,2,3,5,6,7,9,4,8,4,Target Absent,0,1,2,0,80,34,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,Act,Ship,FIre,,Kale,,,,,Red,,rats,,,,,,,,,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,8,7,6,2,3,4,9,5,1,5,Target Absent,0,1,2,0,100,30,Male,Black or African American,No problems,No issues,cat,ship,fire,orange,lake,,,forest,panel,red,,star,complex,,,parrot,garden,shore,hello,happy,,1
FRONTALVIDEO,1,Front TP,1,1,1,8,6,3,1,7,perp,4,5,2,6,Target Present,1,1,1,1,80,28,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,cat,ship,fire,orange,lake,,,forest,,red,,star,,,easy,,,,,,,1
RIGHTVIDEO,2,Front and Right TP,3,3,6,6,perp,3,8,5,7,1,2,4,8,Target Present,1,1,2,0,70,25,Male,Black or African American,No troubles,no,CAT,SHIP,FIRE,,LEAK,,,,RED,,,STAR,,,,,,,,HAPPY,,1
RIGHTVIDEO,2,Right TP,2,1,4,1,6,2,perp,4,7,8,5,3,4,Target Present,1,1,1,1,100,27,Male,Other,None.,None.,CAT,SHIP,FIRE,,LEAK,,MEMORY,,PANEL,RED,,,,,,,,,,,,1
FRONTALVIDEO,1,Right TP,2,2,2,3,perp,1,2,7,5,6,4,8,I do not believe the criminal was present,Target Present,1,0,3,0,100,36,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,lake,burning,,foster,plane,red,,arts,complex,doctor,easy,,ranged,horse,hello,happy,,1
RIGHTVIDEO,2,Front TA,1,2,5,8,3,6,4,5,7,1,2,9,I do not believe the criminal was present,Target Absent,0,0,3,1,60,60,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no ,no,cat,hips,fire,,lake,,,,,red,,star,complex,doctor,s,,,,,,,1
FRONTALVIDEO,1,Right TA,2,2,2,4,7,6,9,3,5,2,8,1,5,Target Absent,0,1,2,0,80,46,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,,lake,,,,,red,,,,,,,,horse,hello,happy,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,1,4,2,3,6,5,7,perp,8,8,Target Present,1,1,1,1,80,25,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,just difficult,CAT,SHIP,FIRE,ORANGE,LAKE,,,,,RED,,STAR,,,,,,,HELLO,HAPPY,,1
RIGHTVIDEO,2,Right TP,2,1,4,1,3,5,perp,6,7,2,8,4,4,Target Present,1,1,1,1,90,33,Male,Black or African American,NO,no,CAT,SHIP,FIRE,ORANGE,KALE,BURNING,MEMORY,FOSTER,PLANE,RED,RHYTHM ,STAR ,COMPLEX ,DOCTOR,,,,,,,,1
FRONTALVIDEO,1,Front TA,1,1,1,6,5,8,2,3,7,9,4,1,I do not believe the criminal was present,Target Absent,0,0,3,1,50,29,Male,"East Asian (e.g., Chinese, Japanese, Korean)",no,no problems,cat,ship,fire,orange,lake,,,,plane,red,,star,,,easy,,,,,happy,,1
RIGHTVIDEO,2,Front TP,1,2,5,5,7,4,2,perp,3,6,8,1,4,Target Present,1,1,2,0,90,22,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",It was buffering a bit.,No.,Cat,ship,fire,,leak,,,,,red,,rats,,,easy,,,horse,,happy,YES,0
FRONTALVIDEO,1,Right TP,2,2,2,perp,6,5,1,7,2,3,8,4,1,Target Present,1,1,1,1,80,32,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,,lake,,,,,red,,star,,,easy,,,,,happy,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,5,2,7,9,8,4,3,6,1,I do not believe the criminal was present,Target Absent,0,0,3,1,100,24,Female,"Hispanic, Latino or Spanish",no,no,cat,ship,frie,,kale,,,forest,palen,red,,rats,,,saye,,grande,horse,hello,happy,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,1,6,3,5,8,2,9,4,7,I do not believe the criminal was present,Target Absent,0,0,3,1,90,35,Male,"East Asian (e.g., Chinese, Japanese, Korean)",n,n,cat,ship,fire,orange,kale,,memory,forest,plane,red,,rats,complex,,easy,,danger,horse,hello,happy,,1
RIGHTVIDEO,2,Front TP,1,2,5,1,5,2,8,6,7,perp,4,3,3,Target Present,1,1,1,1,60,56,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no technical problems are in the mock-crime video,NO,CAT,SHIP,FIRE,ORANGE,LEAK,,,,,RED,,STAR,,,,,,,,HAPPY,,1
FRONTALVIDEO,1,Right TA,2,2,2,6,9,3,1,8,5,7,2,4,I do not believe the criminal was present,Target Absent,0,0,3,1,60,41,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire ,,lake,burning,,softer,,red,,star,,doctor,ayes,,gander,shore,hello,happy,,1
FRONTALVIDEO,1,Front TA,1,1,1,4,7,3,1,2,8,6,9,5,8,Target Absent,0,1,2,0,100,25,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",NO,NO,CAT,SHIP,,,,,,,,,,,,,,,,HEROS,HELLO,HAPPY,,1
RIGHTVIDEO,2,Front and Right TP,3,3,6,8,6,7,5,1,2,4,perp,3,I do not believe the criminal was present,Target Present,1,0,3,0,70,31,Male,Do not wish to answer,NO TECHNICAL PROBLEMS,NO TECHNICAL DIFFICULTIES,CAT,SHIP,FIRE,ORANGE,LEAK,,,,,RED,,STAR,,DOCTOR,,PARROT,,,,,,1
RIGHTVIDEO,2,Right TA,2,1,4,3,2,6,8,7,1,5,9,4,1,Target Absent,0,1,2,0,80,23,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",I am not entirely sure.,No,Cat,Ship,Fire,Orange,Lake,,,Forest,Plane,Red,,,,,,,,,,Happy,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,8,4,3,6,5,2,1,7,9,6,Target Absent,0,1,2,0,80,30,Female,Other,slow,na,cat,ship,fire,,,,,,,red,,star,,,,,,horse,,,YES,0
FRONTALVIDEO,1,Front and Right TP,3,3,3,perp,6,2,1,8,4,5,7,3,1,Target Present,1,1,1,1,100,47,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",None.,NONE,CAT,SHIP,FIRE,ORANGE,LAKE,,,,PLANE,RED,,,,,,,,,,,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,6,7,1,9,2,5,8,3,4,I do not believe the criminal was present,Target Absent,0,0,3,1,20,41,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,n o,cat,ship,fire,orange,lake,burning,memory,forest,panel,red,,,,,,,,,,,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,1,2,6,4,7,3,5,perp,8,6,Target Present,1,1,2,0,80,25,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,NO,ACT,SHIP,FIRE,ORANGE,LAKE,,,,,RED,,,,,,,,,,,,1
FRONTALVIDEO,1,Front TP,1,1,1,perp,3,2,4,6,7,5,8,1,1,Target Present,1,1,1,1,90,25,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",NO,NO,ACT,SHIP,FIRE,ORANGE,LAKE,,,,,RED,,STAR,,,,,,HORSE,HELLO,,,1
FRONTALVIDEO,1,Right TA,2,2,2,1,7,8,4,2,9,5,3,6,I do not believe the criminal was present,Target Absent,0,0,3,1,30,50,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",NO,na,CAT,SHIP,FIRE,,LEAK,,,,,RED,,,,,,,,,HELLO,PPY,,1
FRONTALVIDEO,1,Front TP,1,1,1,8,perp,6,4,7,3,5,1,2,2,Target Present,1,1,1,1,80,76,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,"no, but a little slow to load",cat,ship,fire,orange,leak,,,,,red,,star,,,easy,,,horse,hello,happy,YES,0
FRONTALVIDEO,1,Front and Right TA,3,3,3,8,7,5,4,2,9,3,1,6,I do not believe the criminal was present,Target Absent,0,0,3,1,100,29,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No problems,No difficulties,cat,ship,fire,orange,kale,,memory,,plane,red,,s,,,,,,,,,,1
FRONTALVIDEO,1,Right TP,2,2,2,3,5,2,8,7,1,6,perp,4,I do not believe the criminal was present,Target Present,1,0,3,0,90,27,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,,lake,,,,,red,,star,,,,,,,,,,1
RIGHTVIDEO,2,Front and Right TP,3,3,6,6,3,2,4,8,perp,1,5,7,6,Target Present,1,1,1,1,100,31,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",NO - Well a tom and jerry video played after,NO,CAT,,FIRE,,LAKE,,,,,RED,,RATS,,,EASY,,,,HELLO,HAPPY,,1
